MAKE,MODEL,GRADE,CHASSIS NO,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL,_feature_tokens,MONTH
PORSCHE,CAYENNE,UNKNOWN,60472,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2900,105731.0,2018,NAIROBI,3093461,"12V ADAPTOR, 360 DEGREES CAMERA, 5 DOOR, 5 SEATER, ABS, AC CHARGER ADAPTER, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, DUAL A/C, ELECTRIC HANDBRAKE, HEATED /COOLED SEATS, LEATHER SEATS, LED HEADLIGHTS, MEMORY SEATS, MULTI FUNCTIONAL STEERING, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER PANORAMIC SUNROOF, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, SUSPENSION CONTROL, TRACTION CONTROL",2018,PORSCHE CAYENNE,"['12v', 'adaptor', '360', 'degrees', 'camera', '5', 'door', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'driver', 's', 'armrest', 'with', 'storage', 'driving', 'mode', 'selector', 'dual', 'a', 'c', 'electric', 'handbrake', 'heated', 'cooled', 'seats', 'leather', 'seats', 'led', 'headlights', 'memory', 'seats', 'multi', 'functional', 'steering', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'panoramic', 'sunroof', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'reverse', 'warning', 'buzzer', 'side', 'mirror', 'indicators', 'suspension', 'control', 'traction', 'control']",9.0
TOYOTA,HARRIER,UNKNOWN,13881,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,28007.0,2020,NAIROBI,2495443,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL",2020,TOYOTA HARRIER,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'traction', 'control']",10.0
SUBARU,JUSTY,UNKNOWN,4044,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1000,89000.0,2018,KISUMU,604630,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,SUBARU JUSTY,"['12v', 'adaptor', '5', 'door', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'fabric', 'seats', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",4.0
LEXUS,LX600,UNKNOWN,9423,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3500,24673.0,2022,MOMBASA,1242604,"12V ADAPTOR, 360 DEGREES CAMERA, 5 DOOR, 7 SEATER, ABS, ALLOY RIMS, Blind spot monitoring (BSM), COOLER BOX, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVING MODE SELECTOR, ECO MODE, ELECTRIC HANDBRAKE, FOG LIGHTS, FRONT & REAR CLIMATE CONTROL, HEADLIGHT WASHERS, HEATED /COOLED SEATS, HEATED STEERING WHEEL, HEIGHT CONTROL, HI-LO GEAR SELECTION, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, LEXUS FLOOR CARPET, MEMORY SEATS, MULTI CLIMATE CONTROL, MULTI FUNCTIONAL STEERING, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER TAILGATE, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, SIDE MIRROR INDICATORS, SOFT DOOR CLOSE, TRACTION CONTROL, USB PORT, USB PORTS, WIRELESS CHARGER",2022,LEXUS LX600,"['12v', 'adaptor', '360', 'degrees', 'camera', '5', 'door', '7', 'seater', 'abs', 'alloy', 'rims', 'blind', 'spot', 'monitoring', 'bsm', 'cooler', 'box', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driving', 'mode', 'selector', 'eco', 'mode', 'electric', 'handbrake', 'fog', 'lights', 'front', 'rear', 'climate', 'control', 'headlight', 'washers', 'heated', 'cooled', 'seats', 'heated', 'steering', 'wheel', 'height', 'control', 'hi', 'lo', 'gear', 'selection', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'lexus', 'floor', 'carpet', 'memory', 'seats', 'multi', 'climate', 'control', 'multi', 'functional', 'steering', 'multilingual', 'center', 'console', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'tailgate', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'soft', 'door', 'close', 'traction', 'control', 'usb', 'port', 'usb', 'ports', 'wireless', 'charger']",0.0
NISSAN,NV200,UNKNOWN,24996,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,206200.0,2018,KISUMU,5125567,"12V ADAPTOR, 2 POWER WINDOWS, 5 DOOR, ABS, CUP HOLDER, FABRIC SEATS, KEY START, POWER DOOR LOCKS, POWER STEERING, RADIO, TRACTION CONTROL, VAN",2018,NISSAN NV200,"['12v', 'adaptor', '2', 'power', 'windows', '5', 'door', 'abs', 'cup', 'holder', 'fabric', 'seats', 'key', 'start', 'power', 'door', 'locks', 'power', 'steering', 'radio', 'traction', 'control', 'van']",5.0
TOYOTA,PRADO,UNKNOWN,2831,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2700,86208.0,2019,MOMBASA,2468419,"12V ADAPTOR, 4WD, 5 DOOR, 7 SEATER, ABS, ABS CONTROL, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, HEATED /COOLED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LED HEADLIGHTS, MULTI FUNCTIONAL STEERING, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, REVERSE WARNING BUZZER, ROOF RAILS, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2019,TOYOTA PRADO,"['12v', 'adaptor', '4wd', '5', 'door', '7', 'seater', 'abs', 'abs', 'control', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'fog', 'lights', 'heated', 'cooled', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'led', 'headlights', 'multi', 'functional', 'steering', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'reverse', 'warning', 'buzzer', 'roof', 'rails', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",7.0
AUDI,Q5,UNKNOWN,748,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,101150.0,2018,MOMBASA,2204775,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, AWD, CLIMATE CONTROL SETTINGS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, ELECTRIC HANDBRAKE, FABRIC SEATS, HALF LEATHER SEATS, HEATED SEATS, KEYLESS ENTRY / EXIT, LEATHER SEATS, LED HEADLIGHTS, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER TAILGATE, POWER WINDOW, PUSH  TO START, RADIO, REAR SEAT ARMREST, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, TYRE PRESSURE MONITOR",2018,AUDI Q5,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'awd', 'climate', 'control', 'settings', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'electric', 'handbrake', 'fabric', 'seats', 'half', 'leather', 'seats', 'heated', 'seats', 'keyless', 'entry', 'exit', 'leather', 'seats', 'led', 'headlights', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'tailgate', 'power', 'window', 'push', 'to', 'start', 'radio', 'rear', 'seat', 'armrest', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control', 'tyre', 'pressure', 'monitor']",4.0
HONDA,GRACE,UNKNOWN,449,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,58750.0,2018,NAIROBI,2336344,"12V ADAPTOR, 4 DOORS, 5 SEATER, 5 SPEED MANUAL TRANSMISSION, ABS, DAYTIME RUNNING LED, FABRIC SEATS, KEY START, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, RADIO, TRACTION CONTROL",2018,HONDA GRACE,"['12v', 'adaptor', '4', 'doors', '5', 'seater', '5', 'speed', 'manual', 'transmission', 'abs', 'daytime', 'running', 'led', 'fabric', 'seats', 'key', 'start', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'radio', 'traction', 'control']",7.0
MAZDA,AXELA,UNKNOWN,1503,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,28480.0,2018,NAIROBI,757168,"12V ADAPTOR, 4 DOORS, 5 SEATER, 5 SPEED MANUAL TRANSMISSION, ABS, ALLOY RIMS, FABRIC SEATS, MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START",2018,MAZDA AXELA,"['12v', 'adaptor', '4', 'doors', '5', 'seater', '5', 'speed', 'manual', 'transmission', 'abs', 'alloy', 'rims', 'fabric', 'seats', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'push', 'to', 'start']",5.0
NISSAN,NV200,UNKNOWN,21521,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,140180.0,2018,MOMBASA,1948883,"12V ADAPTOR, 2 POWER WINDOWS, 5 DOOR, ABS, CUP HOLDER, FABRIC SEATS, KEY START, MANUAL SEATS CONTROL, POWER STEERING, RADIO, TRACTION CONTROL, VAN",2018,NISSAN NV200,"['12v', 'adaptor', '2', 'power', 'windows', '5', 'door', 'abs', 'cup', 'holder', 'fabric', 'seats', 'key', 'start', 'manual', 'seats', 'control', 'power', 'steering', 'radio', 'traction', 'control', 'van']",2.0
TOYOTA,PROBOX,UNKNOWN,44935,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1300,111906.0,2019,NAIROBI,2666453,"1 POWER WINDOW, 12V ADAPTOR, 2ND ROW BENCH SEAT, 5 DOOR, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, PRE CRASH DETECTION ASSIST, RADIO",2019,TOYOTA PROBOX,"['1', 'power', 'window', '12v', 'adaptor', '2nd', 'row', 'bench', 'seat', '5', 'door', '5', 'seater', 'abs', 'cup', 'holder', 'fabric', 'seats', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'pre', 'crash', 'detection', 'assist', 'radio']",5.0
HONDA,VEZEL,UNKNOWN,26424,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,102361.0,2018,MOMBASA,3972019,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, AC CHARGER ADAPTER, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, ECO MODE, ELECTRIC HANDBRAKE, FOG LIGHTS, HALF LEATHER SEATS, HEATED SEATS, HYBRID, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MULTI FUNCTIONAL STEERING, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,HONDA VEZEL,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'eco', 'mode', 'electric', 'handbrake', 'fog', 'lights', 'half', 'leather', 'seats', 'heated', 'seats', 'hybrid', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'multi', 'functional', 'steering', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",10.0
TOYOTA,PREMIO,UNKNOWN,35909,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1800,119236.0,2019,NAIROBI,3518510,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, FOG LIGHTS, KEY START, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, REVERSE CAMERA, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, TRACTION CONTROL, XENON HEADLIGHTS",2019,TOYOTA PREMIO,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'cup', 'holder', 'fabric', 'seats', 'fog', 'lights', 'key', 'start', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'reverse', 'camera', 'reverse', 'warning', 'buzzer', 'side', 'mirror', 'indicators', 'traction', 'control', 'xenon', 'headlights']",5.0
TOYOTA,PROBOX,UNKNOWN,69655,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,168446.0,2019,MOMBASA,1750746,"12V ADAPTOR, 4 POWER WINDOWS, 5 DOOR, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, RADIO, TRACTION CONTROL",2019,TOYOTA PROBOX,"['12v', 'adaptor', '4', 'power', 'windows', '5', 'door', '5', 'seater', 'abs', 'cup', 'holder', 'fabric', 'seats', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'radio', 'traction', 'control']",11.0
TOYOTA,VITZ,UNKNOWN,24642,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1000,99096.0,2019,KISUMU,5107119,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, FOG LIGHTS, LANE DEPARTURE WARNING SYSTEM (LDWS), POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, TRACTION CONTROL",2019,TOYOTA VITZ,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'cup', 'holder', 'fabric', 'seats', 'fog', 'lights', 'lane', 'departure', 'warning', 'system', 'ldws', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'side', 'mirror', 'indicators', 'traction', 'control']",10.0
HINO,DUTRO,UNKNOWN,5786,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,4000,333599.0,2019,MOMBASA,1972730,"DOUBLE REAR TYRE, ECO MODE, FRIDGE, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, TRACTION CONTROL",2019,HINO DUTRO,"['double', 'rear', 'tyre', 'eco', 'mode', 'fridge', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'traction', 'control']",4.0
MAZDA,CAROL,UNKNOWN,31805,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,660,71950.0,2019,MOMBASA,788113,"FABRIC SEATS, HEATED SEATS, KEY START, MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER STEERING, POWER WINDOW, TRACTION CONTROL",2019,MAZDA CAROL,"['fabric', 'seats', 'heated', 'seats', 'key', 'start', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'steering', 'power', 'window', 'traction', 'control']",4.0
TOYOTA,FIELDER,UNKNOWN,77166,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,75821.0,2018,NAIROBI,4801114,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, CUP HOLDER, ECO MODE, FABRIC SEATS, HYBRID, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,TOYOTA FIELDER,"['12v', 'adaptor', '5', 'door', '5', 'seater', 'abs', 'cup', 'holder', 'eco', 'mode', 'fabric', 'seats', 'hybrid', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'side', 'mirror', 'indicators', 'traction', 'control']",2.0
TOYOTA,AXIO,UNKNOWN,27705,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,24107.0,2018,NAIROBI,4659941,"12V ADAPTOR, 4 DOORS, 5 SEATER, 5 SPEED MANUAL TRANSMISSION, ABS, CUP HOLDER, FABRIC SEATS, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, RADIO, TRACTION CONTROL, USB PORT",2018,TOYOTA AXIO,"['12v', 'adaptor', '4', 'doors', '5', 'seater', '5', 'speed', 'manual', 'transmission', 'abs', 'cup', 'holder', 'fabric', 'seats', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'radio', 'traction', 'control', 'usb', 'port']",11.0
MERCEDEZ BENZ,S500,UNKNOWN,30377,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3000,48916.0,2021,NAIROBI,5034854,"12V ADAPTOR, 360 DEGREES CAMERA, 4 DOORS, 4 SEATER, ABS, ALLOY RIMS, AMBIENT LIGHTING, AMG RIMS, BURMESTER HIGH-END 3D SORROUND SYSTEM, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DOUBLE SUNROOF, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, ELECTRIC HANDBRAKE, FRONT AND REAR HEATED SEATS, HEATED /COOLED SEATS, HEATED STEERING WHEEL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, LUMBAR SUPPORT, MEMORY SEATS, MULTI FUNCTIONAL STEERING, MULTICOLOR AMBIENT LIGHTING, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REAR SEAT ARMREST WITH STORAGE, SIDE MIRROR INDICATORS, SOFT DOOR CLOSE, SUSPENSION CONTROL, TRACTION CONTROL, TYRE PRESSURE MONITOR, USB PORT, WIRELESS CHARGER",2021,MERCEDEZ BENZ S500,"['12v', 'adaptor', '360', 'degrees', 'camera', '4', 'doors', '4', 'seater', 'abs', 'alloy', 'rims', 'ambient', 'lighting', 'amg', 'rims', 'burmester', 'high', 'end', '3d', 'sorround', 'system', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'double', 'sunroof', 'driver', 's', 'armrest', 'with', 'storage', 'driving', 'mode', 'selector', 'electric', 'handbrake', 'front', 'and', 'rear', 'heated', 'seats', 'heated', 'cooled', 'seats', 'heated', 'steering', 'wheel', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'lumbar', 'support', 'memory', 'seats', 'multi', 'functional', 'steering', 'multicolor', 'ambient', 'lighting', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'rear', 'seat', 'armrest', 'with', 'storage', 'side', 'mirror', 'indicators', 'soft', 'door', 'close', 'suspension', 'control', 'traction', 'control', 'tyre', 'pressure', 'monitor', 'usb', 'port', 'wireless', 'charger']",5.0
